2024-05-14;15:22:32.179;[0] PING;15:22:32.928;[None/0] PONG (2)
2024-05-14;15:22:34.398;[1] PING;15:22:35.414;(таймаут)
2024-05-14;15:22:38.221;[1] PING;15:22:39.239;(таймаут)
2024-05-14;15:22:41.495;[1] PING;15:22:42.498;(таймаут)
2024-05-14;15:22:44.520;[1] PING;15:22:45.532;(таймаут)
2024-05-14;15:22:46.776;[1] PING;15:22:47.791;(таймаут)
2024-05-14;15:22:48.397;[1] PING;15:22:49.410;(таймаут)
2024-05-14;15:22:51.186;[1] PING;15:22:52.206;(таймаут)
2024-05-14;15:22:55.101;[1] PING;15:22:56.116;(таймаут)
2024-05-14;15:22:58.091;[1] PING;15:22:59.105;(таймаут)
2024-05-14;15:23:02.056;[1] PING;15:23:03.068;(таймаут)
2024-05-14;15:23:05.513;[1] PING;2024-05-14;15:23:10.446;[0] PING;15:23:11.457;(таймаут)
2024-05-14;15:23:12.134;[0] PING;15:23:13.142;(таймаут)
2024-05-14;15:23:13.938;[0] PING;15:23:14.952;(таймаут)
2024-05-14;15:23:16.198;[0] PING;15:23:17.191;(таймаут)
2024-05-14;15:23:18.646;[0] PING;15:23:19.654;(таймаут)
2024-05-14;15:26:44.610;[0] PING;15:26:45.641;(таймаут)
2024-05-14;15:26:46.030;[0] PING;15:26:47.042;(таймаут)
2024-05-14;15:26:48.817;[0] PING;15:26:49.830;(таймаут)
2024-05-14;15:26:50.307;[0] PING;15:26:51.314;(таймаут)
2024-05-14;15:26:51.981;[0] PING;15:26:52.973;(таймаут)
2024-05-14;15:26:54.495;[0] PING;15:26:55.512;(таймаут)
2024-05-14;15:26:56.092;[0] PING;15:26:57.094;(таймаут)
2024-05-14;15:26:59.442;[0] PING;15:27:00.452;(таймаут)
2024-05-14;15:27:01.622;[0] PING;15:27:02.637;(таймаут)
2024-05-14;15:27:04.394;[0] PING;15:27:05.405;(таймаут)
2024-05-14;15:27:06.134;[0] PING;15:27:07.150;(таймаут)
2024-05-14;15:27:07.914;[0] PING;15:27:08.930;(таймаут)
2024-05-14;15:27:09.645;[0] PING;15:27:10.655;(таймаут)
2024-05-14;15:27:12.849;[0] PING;15:27:13.861;(таймаут)
2024-05-14;15:27:16.856;[0] PING;15:27:17.885;(таймаут)
2024-05-14;15:27:19.002;[0] PING;15:27:20.017;(таймаут)
2024-05-14;15:27:23.115;[0] PING;15:27:23.253;[None/0] PONG (1)
2024-05-14;15:27:23.723;[1] PING;15:27:24.738;(таймаут)
2024-05-14;15:27:25.254;[1] PING;15:27:26.265;(таймаут)
2024-05-14;15:27:28.528;[1] PING;15:27:28.530;[None] keepalive
2024-05-14;15:27:30.386;[2] PING;15:27:31.387;(таймаут)
2024-05-14;15:27:34.270;[2] PING;15:27:35.286;(таймаут)
2024-05-14;15:27:36.814;[2] PING;15:27:37.827;(таймаут)
2024-05-14;15:27:39.142;[2] PING;15:27:40.157;(таймаут)
2024-05-14;15:27:41.411;[2] PING;15:27:42.427;(таймаут)
2024-05-14;15:27:44.249;[2] PING;15:27:45.261;(таймаут)
2024-05-14;15:27:46.273;[2] PING;15:27:47.285;(таймаут)
2024-05-14;15:27:50.092;[2] PING;15:27:51.101;(таймаут)
2024-05-14;15:27:51.909;[2] PING;15:27:52.923;(таймаут)
2024-05-14;15:27:53.628;[2] PING;15:27:54.643;(таймаут)
2024-05-14;15:27:55.143;[2] PING;15:27:56.156;(таймаут)
2024-05-14;15:27:57.498;[2] PING;15:27:58.509;(таймаут)
2024-05-14;15:28:00.848;[2] PING;15:28:01.862;(таймаут)
2024-05-14;15:28:02.582;[2] PING;15:28:03.596;(таймаут)
2024-05-14;15:28:04.546;[2] PING;15:28:05.557;(таймаут)
2024-05-14;15:28:08.276;[2] PING;15:28:09.282;(таймаут)
2024-05-14;15:28:11.722;[2] PING;15:28:12.737;(таймаут)
2024-05-14;15:28:14.160;[2] PING;15:28:15.172;(таймаут)
