2024-05-14;15:22:30.879;[0] PING;15:22:31.792;[None/0] PONG (1)
2024-05-14;15:22:34.176;[1] PING;15:22:34.178;[None] keepalive
2024-05-14;15:22:35.147;[2] PING;15:22:36.160;(таймаут)
2024-05-14;15:22:37.814;[2] PING;15:22:38.817;(таймаут)
2024-05-14;15:22:40.875;[2] PING;15:22:41.898;(таймаут)
2024-05-14;15:22:44.027;[2] PING;15:22:45.036;(таймаут)
2024-05-14;15:22:45.563;[2] PING;15:22:46.574;(таймаут)
2024-05-14;15:22:48.399;[2] PING;15:22:49.412;(таймаут)
2024-05-14;15:22:49.893;[2] PING;15:22:50.907;(таймаут)
2024-05-14;15:22:51.580;[2] PING;15:22:52.596;(таймаут)
2024-05-14;15:22:54.100;[2] PING;15:22:55.103;(таймаут)
2024-05-14;15:22:55.477;[2] PING;15:22:56.487;(таймаут)
2024-05-14;15:22:57.796;[2] PING;15:22:58.810;(таймаут)
2024-05-14;15:22:59.291;[2] PING;15:23:00.295;(таймаут)
2024-05-14;15:23:02.864;[2] PING;15:23:03.877;(таймаут)
2024-05-14;15:23:05.435;[2] PING;2024-05-14;15:23:10.604;[0] PING;15:23:11.613;(таймаут)
2024-05-14;15:23:12.541;[0] PING;15:23:13.549;(таймаут)
2024-05-14;15:23:14.904;[0] PING;15:23:15.915;(таймаут)
2024-05-14;15:23:18.774;[0] PING;15:23:19.778;(таймаут)
2024-05-14;15:26:42.233;[0] PING;15:26:43.247;(таймаут)
2024-05-14;15:26:44.300;[0] PING;15:26:45.298;(таймаут)
2024-05-14;15:26:45.842;[0] PING;15:26:46.856;(таймаут)
2024-05-14;15:26:47.697;[0] PING;15:26:48.708;(таймаут)
2024-05-14;15:26:50.633;[0] PING;15:26:51.638;(таймаут)
2024-05-14;15:26:53.065;[0] PING;15:26:54.078;(таймаут)
2024-05-14;15:26:56.186;[0] PING;15:26:57.202;(таймаут)
2024-05-14;15:26:59.445;[0] PING;15:27:00.454;(таймаут)
2024-05-14;15:27:01.624;[0] PING;15:27:02.638;(таймаут)
2024-05-14;15:27:04.690;[0] PING;15:27:05.696;(таймаут)
2024-05-14;15:27:08.101;[0] PING;15:27:09.117;(таймаут)
2024-05-14;15:27:12.120;[0] PING;15:27:13.130;(таймаут)
2024-05-14;15:27:14.657;[0] PING;15:27:15.673;(таймаут)
2024-05-14;15:27:16.108;[0] PING;15:27:17.122;(таймаут)
2024-05-14;15:27:17.636;[0] PING;15:27:18.637;(таймаут)
2024-05-14;15:27:25.159;[0] PING;15:27:25.924;[None/0] PONG (2)
2024-05-14;15:27:28.078;[1] PING;15:27:29.087;(таймаут)
2024-05-14;15:27:29.900;[1] PING;15:27:30.904;(таймаут)
2024-05-14;15:27:31.904;[1] PING;15:27:32.914;(таймаут)
2024-05-14;15:27:34.177;[1] PING;15:27:35.191;(таймаут)
2024-05-14;15:27:37.127;[1] PING;15:27:38.140;(таймаут)
2024-05-14;15:27:39.986;[1] PING;15:27:40.999;(таймаут)
2024-05-14;15:27:42.285;[1] PING;15:27:43.298;(таймаут)
2024-05-14;15:27:44.545;[1] PING;15:27:45.572;(таймаут)
2024-05-14;15:27:46.508;[1] PING;15:27:47.518;(таймаут)
2024-05-14;15:27:48.361;[1] PING;15:27:49.373;(таймаут)
2024-05-14;15:27:52.314;[1] PING;15:27:53.330;(таймаут)
2024-05-14;15:27:56.298;[1] PING;15:27:57.311;(таймаут)
2024-05-14;15:27:58.712;[1] PING;15:27:59.722;(таймаут)
2024-05-14;15:28:01.318;[1] PING;15:28:02.331;(таймаут)
2024-05-14;15:28:02.972;[1] PING;15:28:03.983;(таймаут)
2024-05-14;15:28:05.650;[1] PING;15:28:06.655;(таймаут)
2024-05-14;15:28:09.280;[1] PING;15:28:10.297;(таймаут)
2024-05-14;15:28:11.052;[1] PING;15:28:12.067;(таймаут)
2024-05-14;15:28:12.908;[1] PING;15:28:13.912;(таймаут)
2024-05-14;15:28:16.468;[1] PING;15:28:17.496;(таймаут)
2024-05-14;15:28:19.435;[1] PING;15:28:20.460;(таймаут)
2024-05-14;15:28:20.866;[1] PING;15:28:21.879;(таймаут)
2024-05-14;15:28:23.067;[1] PING;15:28:24.078;(таймаут)
2024-05-14;15:28:25.764;[1] PING;15:28:26.779;(таймаут)
2024-05-14;15:28:29.100;[1] PING;15:28:30.114;(таймаут)
2024-05-14;15:28:31.517;[1] PING;15:28:32.532;(таймаут)
2024-05-14;15:28:35.507;[1] PING;15:28:36.514;(таймаут)
2024-05-14;15:28:38.204;[1] PING;15:28:39.220;(таймаут)
2024-05-14;15:28:39.688;[1] PING;15:28:40.706;(таймаут)
2024-05-14;15:28:41.471;[1] PING;15:28:42.492;(таймаут)
2024-05-14;15:28:43.454;[1] PING;15:28:44.465;(таймаут)
2024-05-14;15:28:45.027;[1] PING;15:28:46.029;(таймаут)
2024-05-14;15:28:47.894;[1] PING;15:28:48.909;(таймаут)
2024-05-14;15:28:51.636;[1] PING;15:28:52.665;(таймаут)
2024-05-14;15:28:54.783;[1] PING;15:28:55.786;(таймаут)
2024-05-14;15:28:58.556;[1] PING;15:28:59.571;(таймаут)
2024-05-14;15:29:01.400;[1] PING;15:29:02.413;(таймаут)
2024-05-14;15:29:05.197;[1] PING;15:29:06.210;(таймаут)
2024-05-14;15:29:07.501;[1] PING;15:29:08.517;(таймаут)
2024-05-14;15:29:08.935;[1] PING;15:29:09.951;(таймаут)
2024-05-14;15:29:11.560;[1] PING;15:29:12.574;(таймаут)
2024-05-14;15:29:14.428;[1] PING;15:29:15.429;(таймаут)
2024-05-14;15:29:15.849;[1] PING;15:29:16.863;(таймаут)
2024-05-14;15:29:17.907;[1] PING;15:29:18.918;(таймаут)
2024-05-14;15:29:21.559;[1] PING;15:29:22.585;(таймаут)
2024-05-14;15:29:23.755;[1] PING;15:29:24.768;(таймаут)
2024-05-14;15:29:26.890;[1] PING;15:29:27.906;(таймаут)
2024-05-14;15:29:29.105;[1] PING;15:29:30.115;(таймаут)
2024-05-14;15:29:30.752;[1] PING;15:29:31.772;(таймаут)
2024-05-14;15:29:32.685;[1] PING;15:29:33.711;(таймаут)
2024-05-14;15:29:35.913;[1] PING;15:29:36.924;(таймаут)
2024-05-14;15:29:39.048;[1] PING;15:29:40.056;(таймаут)
